id,airline,flight,airportfrom,airportto,dayofweek,time,length,delay
5346,MQ,4347,DTW,ORD,3,615,85,0
5348,OH,6588,DTW,CAE,3,615,116,0
5349,OH,6635,BOS,JFK,3,615,86,0
5350,OO,4481,SLC,BOI,3,615,68,1
5351,OO,4536,RNO,SLC,3,615,86,0
5352,OO,4623,SMF,SLC,3,615,98,1
5354,US,1195,PHL,PHX,3,615,330,1
5364,WN,2005,LAS,CMH,3,615,230,1
5372,XE,3124,DCA,CLE,3,615,70,0
5377,EV,5187,LEX,ATL,3,616,88,0
5378,EV,5248,TLH,ATL,3,616,70,1
5379,EV,5279,MCI,DTW,3,616,118,0
5380,OO,7048,DEN,ICT,3,616,80,0
5385,EV,5547,CAE,ATL,3,617,69,1
5388,OO,6541,DEN,BIS,3,617,95,0
5389,9E,4089,TVC,DTW,3,618,67,1
5393,OO,6263,SFO,FAT,3,618,61,0
5396,UA,362,DEN,FSD,3,618,98,0
5399,OO,6627,MSN,DEN,3,619,168,1
5402,9E,3858,DTW,MBS,3,620,52,0
5406,AA,1309,BWI,DFW,3,620,220,1
5407,AA,1475,RDU,DFW,3,620,190,0
5412,DL,2403,DTW,FLL,3,620,191,0
5416,EV,5386,BTR,ATL,3,620,89,0
5417,EV,5530,ATL,GTR,3,620,82,0
5425,MQ,3225,CID,DFW,3,620,130,0
5426,MQ,3816,DEN,ORD,3,620,145,0
5427,MQ,4198,ORD,CLE,3,620,80,1
5428,MQ,4220,ORD,BNA,3,620,90,1
5430,MQ,4395,BNA,LGA,3,620,130,0
5431,MQ,4493,STL,JFK,3,620,155,1
5434,OH,6490,LGA,RDU,3,620,123,1
5436,OH,6756,RDU,STL,3,620,147,0
5437,OO,4882,MSP,CID,3,620,72,0
5438,OO,6479,DEN,PIT,3,620,175,0
5450,WN,1458,SMF,ONT,3,620,75,1
5455,WN,2201,SJC,SAN,3,620,80,1
5469,WN,823,TUS,LAX,3,620,90,1
5470,WN,918,MCO,PHL,3,620,145,1
5473,XE,3085,PVD,EWR,3,620,68,1
5480,UA,531,ORD,LAX,3,621,275,1
5481,UA,547,ORD,LAS,3,621,241,0
5487,EV,5116,JAN,ATL,3,623,91,0
5488,OO,6242,DEN,OMA,3,623,84,1
5489,OO,6273,SEA,GEG,3,623,58,1
5490,OO,6814,SEA,PDX,3,623,48,1
5492,XE,5947,ORD,DAY,3,623,60,1
5495,9E,3740,DTW,SWF,3,625,102,1
5496,9E,3764,MLI,DTW,3,625,97,1
5500,9E,4011,LAN,DTW,3,625,49,1
5507,AA,1964,SFO,DFW,3,625,215,0
5508,AA,283,LAX,HNL,3,625,365,0
5518,DL,2496,MSP,RSW,3,625,202,0
5520,DL,2868,MSP,GRB,3,625,66,0
5521,EV,5510,ROA,ATL,3,625,94,1
5525,FL,984,ATL,PIT,3,625,104,0
5527,MQ,2828,VPS,DFW,3,625,135,0
5528,MQ,3329,DFW,BRO,3,625,95,1
5529,MQ,3983,EVV,ORD,3,625,80,1
5531,MQ,4526,CMH,LGA,3,625,110,0
5533,OH,6706,DTW,RIC,3,625,101,0
5534,OO,4527,MSP,BNA,3,625,133,0
5535,OO,4614,DEN,SLC,3,625,97,1
5543,WN,267,PHX,OMA,3,625,155,1
5545,WN,3341,ELP,HOU,3,625,100,0
5547,WN,49,SFO,PHX,3,625,115,0
5555,XE,3098,GSO,EWR,3,625,90,1
5557,EV,7082,IAD,BOS,3,626,87,1
5563,OH,6642,ORF,JFK,3,627,93,0
5565,OO,6247,LAX,FAT,3,628,69,1
5567,OO,6385,LAX,SBP,3,628,54,0
5568,OO,6570,DEN,HSV,3,628,148,0
5570,XE,5989,ORD,SBN,3,628,43,1
5573,OH,6286,LGA,CVG,3,629,145,1
5577,9E,3798,DTW,ABE,3,630,92,1
5585,AA,2212,DFW,SNA,3,630,195,0
5586,AA,2334,DFW,ORD,3,630,135,0
5594,AS,80,ANC,SEA,3,630,200,0
5596,CO,1033,LGA,IAH,3,630,245,1
5597,CO,1166,ORD,EWR,3,630,133,0
5598,CO,251,AUS,EWR,3,630,222,1
5600,DL,1378,LGA,BOS,3,630,72,0
5602,DL,1529,JFK,LAS,3,630,352,1
5604,DL,2343,EWR,ATL,3,630,145,0
5605,DL,2446,STL,DTW,3,630,94,0
5608,EV,5298,DTW,GSP,3,630,109,0
5614,FL,291,ATL,HOU,3,630,143,0
5619,FL,820,BOS,BWI,3,630,90,1
5621,MQ,2715,DFW,LFT,3,630,75,0
5622,MQ,2767,DFW,VPS,3,630,105,0
5623,MQ,2889,DFW,CRP,3,630,80,0
5624,MQ,3033,LAX,SBA,3,630,40,1
5625,MQ,3290,PNS,DFW,3,630,125,0
5626,MQ,3365,LBB,DFW,3,630,65,0
5627,MQ,3901,PIT,ORD,3,630,95,1
5629,MQ,4099,ORD,AVP,3,630,110,0
5630,MQ,4505,BOS,LGA,3,630,75,0
5632,OH,6645,ATW,DTW,3,630,79,0
5634,OO,4607,SLC,MCI,3,630,142,1
5638,US,1819,BOS,PHL,3,630,90,0
5639,US,1988,RSW,CLT,3,630,112,0
5642,US,873,PIT,CLT,3,630,92,0
5646,WN,176,BWI,SAT,3,630,240,1
5652,WN,2982,JAX,BNA,3,630,95,1
5658,WN,811,SEA,MCI,3,630,205,1
5660,XE,2138,XNA,EWR,3,630,170,0
5661,XE,2645,OKC,IAH,3,630,84,0
5663,XE,2860,MKE,IAH,3,630,172,1
5664,XE,5971,CLE,ORD,3,630,87,1
5666,FL,953,FLL,BWI,3,631,145,1
5667,OO,6236,FAT,LAS,3,631,79,1
5671,DL,1692,TPA,DTW,3,632,158,0
5673,EV,5217,HSV,ATL,3,632,58,1
5676,OO,6687,SFO,MRY,3,632,46,0
5678,YV,1003,OGG,HNL,3,632,32,0
5680,DL,1816,DEN,ATL,3,633,172,1
5682,EV,5447,SDF,ATL,3,633,90,1
5683,EV,5533,PHF,ATL,3,633,112,1
5685,XE,2592,EWR,IND,3,633,134,1
5686,XE,2671,BDL,EWR,3,633,57,1
5688,DL,1204,MEM,ATL,3,634,81,0
5691,OO,6631,ORD,MKE,3,634,42,0
5695,9E,4290,SBN,ATL,3,635,118,0
5696,9E,4307,DTW,CVG,3,635,76,0
5701,AA,2317,ORD,DFW,3,635,155,1
5704,DL,2315,ATL,LAX,3,635,300,0
5705,EV,5127,FAY,ATL,3,635,89,1
5706,EV,5286,DCA,MSN,3,635,140,0
5713,MQ,2805,ROW,DFW,3,635,85,0
5714,MQ,3057,FAT,LAX,3,635,65,0
5715,MQ,3215,DFW,HOU,3,635,65,1
5716,MQ,3735,CLE,ORD,3,635,90,0
5717,MQ,3851,ORD,ATL,3,635,120,1
5718,MQ,3877,PHL,ORD,3,635,145,0
5725,WN,1069,MDW,CMH,3,635,65,1
5730,WN,1568,SAN,STL,3,635,210,1
5761,XE,2257,EWR,PIT,3,635,89,1
5765,UA,662,SFO,MSP,3,636,228,0
5767,DL,2380,JAX,ATL,3,637,75,0
5770,B6,46,MCO,JFK,3,638,142,1
5774,YV,7265,ORD,PIT,3,639,82,0
5775,AA,1034,DEN,DFW,3,640,120,1
5779,AA,1448,ORD,DCA,3,640,105,1
5781,AA,2417,DFW,LAX,3,640,205,0
5791,DL,1886,ATL,LGA,3,640,136,0
5793,EV,4955,MOB,ATL,3,640,74,0
5794,EV,5442,EWR,MEM,3,640,190,1
5795,EV,7327,CAK,ATL,3,640,110,0
5799,MQ,2752,DFW,FWA,3,640,130,0
5801,MQ,2991,DFW,CYS,3,640,140,0
5802,MQ,3253,DFW,CLL,3,640,55,0
5803,MQ,3266,BTR,DFW,3,640,85,0
5804,MQ,4063,GRB,ORD,3,640,60,1
5806,OH,6600,STL,JFK,3,640,145,1
5807,OO,3111,CAK,MKE,3,640,84,0
5820,WN,1923,SJC,LAS,3,640,80,1
5825,WN,955,MCI,BWI,3,640,140,1
5831,EV,5289,OMA,ATL,3,642,137,0
5832,FL,1484,MCO,DTW,3,642,157,1
5836,OO,6960,DEN,RAP,3,643,69,0
5839,XE,2206,AMA,IAH,3,644,91,0
5840,9E,4167,ATL,MEM,3,645,91,1
5844,AA,1619,JAX,DFW,3,645,175,1
5856,CO,447,ORD,IAH,3,645,165,1
5858,CO,693,MCO,EWR,3,645,149,1
5863,DL,1771,JFK,MIA,3,645,194,0
5865,DL,2310,DFW,ATL,3,645,123,1
5867,DL,2689,SLC,MSP,3,645,158,1
5868,EV,5064,BNA,ATL,3,645,68,1
5869,EV,5104,ATL,BMI,3,645,104,0
5870,EV,5485,MDT,ATL,3,645,130,0
5877,MQ,2713,DFW,JAN,3,645,75,1
5879,MQ,3323,DFW,GRK,3,645,50,0
5882,OO,3046,PIT,MKE,3,645,91,1
5887,US,1712,ATL,CLT,3,645,76,0
5901,WN,551,MDW,RSW,3,645,175,0
5904,WN,978,MCO,MDW,3,645,170,1
5907,XE,5946,ORD,SDF,3,645,72,1
5908,XE,5948,ORD,CLE,3,645,72,1
5913,AS,490,SEA,SAN,3,647,157,1
5916,OO,6406,SFO,EUG,3,647,92,1
5920,EV,5076,OKC,ATL,3,648,125,1
5922,OO,6426,SFO,SMF,3,648,45,0
5923,XE,2382,DAY,EWR,3,648,102,1
5924,YV,7246,MCI,ORD,3,648,87,1
5926,FL,927,MCI,ATL,3,649,116,0
5928,AA,1158,SAN,DFW,3,650,170,1
5931,AA,2050,ORD,MIA,3,650,190,1
5944,DL,2173,ATL,MIA,3,650,115,1
5945,DL,2523,ATL,HNL,3,650,620,1
5947,EV,5195,ATL,LWB,3,650,86,0
5949,EV,5534,ATL,MLI,3,650,115,0
5950,EV,7090,CVG,ORD,3,650,81,0
5953,F9,623,DEN,DTW,3,650,164,0
5956,MQ,3642,MIA,JAX,3,650,75,0
5957,MQ,4106,GRR,ORD,3,650,65,1
5958,MQ,4139,ORD,RIC,3,650,115,1
5959,MQ,4559,LGA,CMH,3,650,120,1
5960,OH,6435,DCA,CVG,3,650,101,0
5961,OO,4831,LAX,SAN,3,650,46,0
5962,OO,7005,ORD,GRR,3,650,45,1
5965,UA,838,SFO,DFW,3,650,212,0
5972,WN,136,SAN,LAS,3,650,70,1
5986,XE,2002,LFT,IAH,3,650,62,0
5987,XE,2202,CLT,EWR,3,650,105,1
5990,9E,4147,MDW,DTW,3,651,79,0
5993,OO,6380,SFO,BOI,3,651,92,0
5995,XE,2088,MAF,IAH,3,651,84,1
5996,9E,3789,ICT,ATL,3,652,132,0
5999,OO,6846,SFO,SBA,3,652,76,1
6000,EV,5145,TUL,ATL,3,653,117,1
6001,EV,5504,MGM,ATL,3,653,62,0
6003,FL,905,PHF,ATL,3,653,111,1
6004,OO,6448,TUS,LAX,3,653,92,0
6005,OO,6572,PDX,LAX,3,653,138,0
6006,OO,6582,PSP,SFO,3,653,91,0
6011,DL,2815,ATL,PHX,3,654,256,0
6014,9E,4293,JFK,BUF,3,655,125,0
6018,AA,2556,LAS,JFK,3,655,310,0
6033,EV,5203,ATL,IAH,3,655,133,1
6038,MQ,2802,TYR,DFW,3,655,50,0
6039,MQ,2843,TXK,DFW,3,655,60,0
6040,MQ,2866,ABI,DFW,3,655,50,0
6041,MQ,2902,DFW,SAF,3,655,110,0
6042,MQ,3378,GPT,DFW,3,655,110,0
6044,MQ,4296,ORD,BWI,3,655,115,1
6045,MQ,4297,MLI,ORD,3,655,55,1
6047,UA,906,SFO,ORD,3,655,256,0
6063,XE,2181,ATL,IAH,3,655,140,1
6065,YV,7215,ORD,BDL,3,655,120,1
6070,OO,4612,SLC,ABQ,3,656,102,1
6071,OO,6508,SFO,AUS,3,656,203,1
6075,B6,190,LAS,JFK,3,657,300,1
6076,B6,462,RSW,BOS,3,657,179,1
6077,CO,432,IAH,LGA,3,657,199,1
6080,DL,2574,FLL,LGA,3,657,182,0
6082,EV,5415,CHA,ATL,3,657,53,1
6084,UA,169,LGA,ORD,3,657,157,1
6085,EV,5577,EVV,ATL,3,658,86,1
6087,B6,1082,CLT,JFK,3,659,107,1
6088,OO,7038,SFO,ACV,3,659,79,0
6091,9E,3986,FAR,MSP,3,660,66,0
6092,9E,4120,ATL,PHF,3,660,109,0
6099,AS,152,ANC,OME,3,660,94,0
6100,AS,529,BUR,SEA,3,660,159,0
6106,CO,1778,SAT,IAH,3,660,56,0
6111,DL,1647,LGA,ATL,3,660,159,0
6116,DL,2330,MSP,MEM,3,660,125,0
6117,DL,2439,DCA,ATL,3,660,110,0
6118,DL,2669,DCA,MCO,3,660,136,0
6125,EV,5149,ATL,TLH,3,660,67,1
6126,EV,5201,IAH,ATL,3,660,121,1
6129,EV,7074,ORD,ALB,3,660,111,1
6130,EV,7343,ATL,ICT,3,660,145,0
6131,EV,7398,BHM,ATL,3,660,71,1
6136,FL,777,ATL,LAS,3,660,285,0
6139,MQ,2948,DFW,LCH,3,660,70,0
6140,MQ,3324,SGF,DFW,3,660,90,1
6141,MQ,3627,MIA,PNS,3,660,110,0
6142,MQ,3680,MIA,GSO,3,660,125,1
6143,MQ,3961,CVG,ORD,3,660,80,0
6147,MQ,4484,LGA,BNA,3,660,160,0
6148,MQ,4532,BNA,DCA,3,660,95,0
6149,MQ,4572,CLE,LGA,3,660,95,1
6151,MQ,4684,DCA,RDU,3,660,65,0
6153,OH,6415,CVG,BDL,3,660,119,0
6155,OH,6697,RDU,CVG,3,660,99,0
6160,OO,6890,BOI,LAX,3,660,131,1
6161,OO,7009,ORD,HPN,3,660,121,0
6162,OO,7765,SLC,PIH,3,660,60,1
6163,OO,7772,SLC,SGU,3,660,83,1
6164,OO,7802,SLC,TWF,3,660,61,0
6165,OO,7811,SLC,GCC,3,660,112,1
6168,US,2031,BOS,DCA,3,660,92,1
6169,US,2124,LGA,BOS,3,660,68,0
6170,US,2125,BOS,LGA,3,660,74,0
6171,US,2168,DCA,LGA,3,660,68,0
6172,US,2171,LGA,DCA,3,660,76,0
6192,WN,793,MDW,JAN,3,660,120,1
6195,XE,2238,GSP,EWR,3,660,108,1
6197,XE,3034,COS,IAH,3,660,129,0
6198,XE,3043,CMH,EWR,3,660,99,1
6199,XE,5925,ORD,FSD,3,660,96,1
6201,YV,2856,PHX,FLG,3,660,69,0
6202,YV,2901,CHS,CLT,3,660,69,0
6203,YV,2911,PHX,PSP,3,660,70,0
6205,OO,4848,MOT,MSP,3,661,82,1
6207,UA,546,PHX,SFO,3,661,138,0
6208,DL,718,PHX,SLC,3,662,103,0
6209,FL,63,IAD,ATL,3,662,115,1
6212,OO,4700,SLC,DEN,3,663,87,1
6219,9E,4102,ATL,GSP,3,665,62,0
6220,9E,4399,FSD,MSP,3,665,66,1
6233,B6,294,LGB,SEA,3,665,161,0
6235,CO,1191,BOS,EWR,3,665,85,0
6236,CO,692,EWR,MCO,3,665,173,1
6237,DL,1047,ATL,STL,3,665,105,0
6238,DL,1242,ATL,SRQ,3,665,99,1
6239,DL,1564,MSP,DCA,3,665,139,0
6240,DL,1745,DCA,DTW,3,665,95,1
6244,DL,2532,MCO,BOS,3,665,172,1
6250,EV,5570,ATL,TRI,3,665,73,1
6252,MQ,3621,MIA,ORF,3,665,135,1
6253,MQ,3671,MIA,TLH,3,665,85,1
6254,MQ,3796,IAH,ORD,3,665,155,1
6256,MQ,4140,ORD,MCI,3,665,90,0
6257,MQ,4342,RIC,ORD,3,665,135,1
6258,MQ,4583,CLT,LGA,3,665,114,0
6259,OH,6450,CVG,MDT,3,665,80,0
6261,OO,4809,CVG,CLE,3,665,70,1
6262,OO,6282,LAX,IYK,3,665,54,0
6263,OO,6441,DEN,DAY,3,665,159,0
6274,WN,1691,MDW,CLE,3,665,75,1
6276,WN,1763,TPA,PHL,3,665,150,1
6279,WN,3141,BWI,JAX,3,665,130,1
6280,WN,3401,DEN,SAT,3,665,130,1
6281,WN,479,PDX,PHX,3,665,150,1
6286,XE,3069,HRL,IAH,3,665,69,0
6291,OO,6325,LAX,SAN,3,666,46,0
6294,XE,2620,ICT,IAH,3,666,104,0
6296,DL,2571,IND,ATL,3,667,94,0
6299,OO,3097,OMA,MKE,3,667,81,1
6300,OO,4456,SLC,LWS,3,667,91,0
6303,YV,2677,SAV,CLT,3,667,74,0
6306,DL,1549,ATL,SFO,3,668,330,1
6308,DL,1902,LAS,ATL,3,668,230,0
6309,DL,348,MCI,ATL,3,668,122,0
6311,FL,1073,TPA,CAK,3,668,139,0
6316,EV,4951,ELP,ATL,3,669,178,0
6317,OO,4589,SLC,LGB,3,669,116,1
6318,OO,4632,SLC,MSO,3,669,91,0
6319,OO,4659,SLC,BIL,3,669,84,0
6321,OO,7806,SLC,COD,3,669,89,1
6325,9E,3746,BHM,DTW,3,670,130,0
6326,9E,4007,ORD,MEM,3,670,110,1
6327,9E,4303,MCI,MEM,3,670,84,0
6330,AA,1548,COS,DFW,3,670,105,0
6333,AA,482,DFW,IND,3,670,125,1
6335,AA,832,DFW,MCI,3,670,90,0
6338,B6,593,HPN,MCO,3,670,163,0
6340,DL,1010,ATL,CLT,3,670,78,0
6344,DL,2375,SLC,SFO,3,670,127,0
6345,DL,2755,CVG,TPA,3,670,123,0
6346,EV,5498,LIT,ATL,3,670,97,1
6347,FL,1743,MCO,PIT,3,670,133,0
6352,MQ,3306,CAE,DFW,3,670,180,1
6353,MQ,3989,DAY,ORD,3,670,75,1
6354,MQ,4190,CMH,ORD,3,670,85,1
6356,MQ,4393,BOS,JFK,3,670,70,1
6357,MQ,4451,RDU,DCA,3,670,60,0
6359,OH,6551,CVG,BNA,3,670,70,0
6360,OO,4812,SLC,HLN,3,670,85,1
6374,WN,3499,MCO,PVD,3,670,155,1
6375,WN,3568,TPA,BDL,3,670,165,1
6383,XE,2098,CRP,IAH,3,670,62,0
6384,XE,2316,ABQ,IAH,3,670,117,0
6388,EV,4992,ATL,BQK,3,671,72,0
6390,OO,4647,SLC,GTF,3,671,89,0
6393,XE,2322,BRO,IAH,3,671,71,1
6394,XE,2633,BTR,IAH,3,671,69,0
6397,OO,4745,SLC,ONT,3,672,107,0
6398,OO,7027,COS,DEN,3,672,40,0
6399,DL,2090,DEN,JFK,3,673,237,1
6402,OO,7012,SLC,ORD,3,673,188,0
6406,FL,691,SRQ,ATL,3,674,96,0
6407,OO,4461,SNA,SLC,3,674,106,1
6408,OO,4728,SLC,MFR,3,674,105,1
6410,AA,1074,OMA,DFW,3,675,115,0
6415,B6,644,SFO,JFK,3,675,321,1
6421,DL,1018,MSY,ATL,3,675,92,1
6434,MQ,3104,LAX,SJC,3,675,75,0
6435,MQ,3206,GGG,DFW,3,675,55,1
6436,MQ,3611,MIA,BHM,3,675,125,0
6437,MQ,3794,ORD,ELP,3,675,200,0
6439,MQ,3978,CID,ORD,3,675,70,1
6441,MQ,4348,XNA,ORD,3,675,105,1
6443,MQ,4371,ORD,OMA,3,675,95,1
6445,OH,6278,XNA,CVG,3,675,111,0
6446,OH,6279,CVG,PHL,3,675,99,1
6448,OH,6363,IAD,CVG,3,675,104,0
6449,OH,6528,CVG,BOS,3,675,130,0
6451,OO,4515,SLC,ORD,3,675,189,1
6452,OO,4658,SLC,BTM,3,675,81,1
6453,OO,4740,LAX,LAS,3,675,68,1
6454,OO,4761,SLC,PSP,3,675,99,0
6455,OO,6230,PDX,EUG,3,675,36,0
6456,OO,6909,SFO,OTH,3,675,115,0
6458,US,1460,SFO,CLT,3,675,288,1
6459,US,1604,PHL,BOS,3,675,75,1
6461,US,1761,BOS,CLT,3,675,143,0
6468,WN,1118,MHT,BWI,3,675,95,1
6473,WN,3142,AMA,DAL,3,675,65,0
6481,XE,2358,BHM,IAH,3,675,114,0
6482,YV,2658,BNA,CLT,3,675,75,0
6487,OO,6942,DEN,COS,3,676,38,0
6490,DL,2214,SEA,MSP,3,677,193,1
6491,EV,4949,JAN,ATL,3,677,85,0
6492,EV,5249,ILM,ATL,3,677,92,0
6495,OO,6615,DEN,GTF,3,677,120,0
6496,OO,7050,DEN,GCC,3,677,91,0
6500,DL,314,MIA,ATL,3,678,117,0
6502,OO,4580,LAX,SLC,3,678,107,0
6503,OO,6981,DEN,TUS,3,678,120,1
6506,XE,2216,JAX,EWR,3,678,132,0
6518,AA,1144,PHX,ORD,3,680,205,0
6524,B6,523,EWR,MCO,3,680,165,1
6530,EV,5284,HSV,ATL,3,680,60,0
6531,EV,7368,MOB,MEM,3,680,82,0
6532,MQ,3352,DFW,XNA,3,680,70,0
6533,MQ,3635,MIA,CLT,3,680,125,0
6534,MQ,3645,MIA,MEM,3,680,155,0
6535,MQ,3649,MIA,CVG,3,680,160,0
6536,MQ,3739,ORD,EWR,3,680,130,0
6538,OH,6476,JFK,MSP,3,680,200,0
6540,OO,4596,SLC,RDM,3,680,97,0
6541,OO,4753,MSP,MOT,3,680,95,1
6542,OO,7760,SLC,EKO,3,680,75,1
6544,UA,788,SFO,BOS,3,680,344,1
6550,US,1784,LAS,CLT,3,680,249,0
6553,US,1797,PHL,LAS,3,680,332,1
6559,US,962,DEN,PHL,3,680,208,0
6563,WN,1228,OAK,LAX,3,680,70,1
6565,WN,1385,OAK,BUR,3,680,65,1
6580,YV,1036,HNL,ITO,3,680,49,0
6581,YV,2859,FLG,PHX,3,680,65,0
6584,9E,4300,PNS,MEM,3,681,93,0
6588,OO,6927,DEN,HLN,3,681,116,1
6591,EV,5391,ATL,AVL,3,682,61,0
6592,EV,5596,ATL,CAE,3,682,59,0
6593,EV,7315,GSP,ATL,3,682,58,1
6595,OO,6726,DEN,JAC,3,682,93,1
6600,DL,1706,LAX,DTW,3,683,267,0
6601,DL,1750,LAS,MSP,3,683,197,1
6602,EV,5299,ATL,ELP,3,683,209,1
6605,B6,698,FLL,DCA,3,684,136,1
6607,DL,2444,LAS,CVG,3,684,226,0
6610,EV,5395,AEX,ATL,3,684,100,1
6611,EV,7331,GSO,ATL,3,684,91,1
6612,OO,6297,PSP,DEN,3,684,131,0
6613,OO,6377,DEN,CPR,3,684,60,0
6616,9E,3730,ATL,LIT,3,685,106,1
6617,9E,4003,BHM,MEM,3,685,74,0
6619,AA,1502,ORD,TPA,3,685,155,1
6620,AA,1574,LAS,DFW,3,685,155,0
6621,AA,1689,PHL,MIA,3,685,170,1
6630,DL,2126,FLL,ATL,3,685,115,1
6633,EV,5013,STL,MEM,3,685,74,0
6635,EV,5236,VPS,MEM,3,685,93,0
6636,EV,5582,CRW,ATL,3,685,90,1
6638,MQ,3337,AEX,DFW,3,685,75,1
6639,MQ,3676,MIA,CMH,3,685,160,0
6640,MQ,4180,ORD,CLT,3,685,115,0
6642,OH,6260,MSP,CVG,3,685,116,0
6644,OO,7788,SLC,SUN,3,685,78,1
6654,WN,2619,SJC,LAS,3,685,80,1
6664,DL,2157,SLC,SEA,3,686,131,1
6667,OO,6534,DEN,IDA,3,686,100,0
6668,UA,397,LAS,ORD,3,686,225,0
6670,UA,936,DEN,IAD,3,686,195,0
6672,YV,2609,GSO,CLT,3,686,55,0
6674,HA,138,HNL,KOA,3,687,43,0
6676,OO,6573,DEN,HDN,3,687,51,1
6677,OO,6765,DEN,BZN,3,687,113,0
6679,UA,352,SEA,ORD,3,687,234,1
6680,F9,784,LAS,DEN,3,688,112,0
6683,OO,6514,COS,LAX,3,688,149,0
6684,OO,6574,RDM,DEN,3,688,136,1
6693,UA,814,LAX,DEN,3,689,145,0
6696,9E,4036,CVG,DCA,3,690,86,1
6697,9E,4226,CVG,ORF,3,690,99,0
6698,9E,4261,MSP,GFK,3,690,70,0
6702,AA,1699,MCO,ORD,3,690,175,0
6703,AA,2093,LGA,MIA,3,690,190,0
6704,AA,2344,DFW,ORD,3,690,135,1
6705,AA,2423,PBI,ORD,3,690,190,0
6712,B6,233,SLC,LGB,3,690,109,0
6718,DL,1380,LGA,BOS,3,690,69,0
6721,DL,1634,JFK,ATL,3,690,158,0
6722,DL,1754,LAX,ATL,3,690,260,1
6723,DL,1940,SFO,JFK,3,690,340,1
6724,DL,2018,MCO,ATL,3,690,93,0
6727,DL,2218,MSP,DTW,3,690,110,0
6728,DL,2243,EWR,ATL,3,690,144,1
6729,DL,2562,LAX,JFK,3,690,332,1
6731,EV,5185,SAV,ATL,3,690,70,1
6734,EV,7339,ATL,OMA,3,690,146,1
6737,MQ,2820,SPS,DFW,3,690,45,1
6738,MQ,3212,DFW,LIT,3,690,70,1
6739,MQ,3283,MAF,DFW,3,690,65,0
6740,MQ,3350,MOB,DFW,3,690,115,1
6741,MQ,3761,SLC,ORD,3,690,190,1
6743,MQ,4217,OKC,ORD,3,690,125,1
6744,MQ,4299,BUF,ORD,3,690,115,1
6747,OH,6313,GRR,CVG,3,690,71,0
6752,OO,4677,SLC,BUR,3,690,120,1
6755,OO,4815,SEA,SLC,3,690,117,1
6757,OO,6947,PDX,SEA,3,690,54,1
6760,UA,53,JFK,LAX,3,690,375,1
6761,UA,830,SFO,ORD,3,690,251,0
6764,US,1473,PVD,PHL,3,690,93,1
6771,US,990,FLL,CLT,3,690,117,0
6777,WN,3138,IND,DEN,3,690,185,1
6778,WN,3150,BUF,BWI,3,690,70,1
6783,XE,2628,SAV,IAH,3,690,162,0
6784,XE,2675,EWR,ORF,3,690,76,0
6787,YV,2741,LAS,LAX,3,690,68,0
6789,DL,1697,PHL,MSP,3,691,188,1
6794,DL,252,FLL,DTW,3,692,188,1
6799,EV,5317,CAE,ATL,3,693,76,1
6802,OO,6626,DEN,PSP,3,693,133,1
6805,9E,3660,DFW,MEM,3,695,95,0
6806,9E,3675,IND,DTW,3,695,83,0
6807,9E,4079,SGF,MEM,3,695,68,0
6811,AA,1742,TUS,DFW,3,695,130,1
6814,AA,446,DFW,PHL,3,695,190,1
6815,AA,492,BUR,DFW,3,695,180,0
6822,DL,1299,SLC,LAX,3,695,120,1
6826,DL,2219,LGA,MSP,3,695,185,0
6828,DL,2653,LGA,TPA,3,695,181,0
6831,EV,5174,BOS,DCA,3,695,105,1
6832,EV,7369,SHV,MEM,3,695,68,0
6834,MQ,2720,DSM,DFW,3,695,125,0
6835,MQ,3078,MRY,LAX,3,695,65,0
6836,MQ,3482,LIT,DFW,3,695,70,0
6838,MQ,4025,ORD,RST,3,695,70,0
6843,UA,763,DEN,SAN,3,695,149,1
6849,US,1731,PHL,ORD,3,695,141,0
6851,US,1822,CLT,BOS,3,695,122,1
6853,US,938,CLT,LGA,3,695,111,1
6865,WN,2855,DEN,LAS,3,695,120,1
6877,XE,2436,JAX,IAH,3,695,149,1
6883,9E,3666,TUL,MSP,3,697,123,0
6885,EV,5521,TYS,ATL,3,697,63,1
6887,OO,6337,DEN,GJT,3,697,58,1
6891,EV,5371,TLH,ATL,3,699,74,1
6892,OO,6580,SFO,MFR,3,699,101,0
6893,9E,4363,PIT,CVG,3,700,80,1
6897,AA,2321,ORD,DFW,3,700,150,1
6900,AS,564,PDX,LAX,3,700,140,0
6904,B6,1104,RDU,JFK,3,700,83,1
6908,DL,1043,CHS,ATL,3,700,77,0
6912,DL,1986,ATL,LGA,3,700,135,0
6913,EV,5242,XNA,MEM,3,700,66,0
6914,EV,5438,LIT,MEM,3,700,62,1
6919,MQ,2704,DFW,MSN,3,700,130,0
6921,MQ,3237,GSP,DFW,3,700,170,1
6922,MQ,3262,LRD,DFW,3,700,80,0
6923,MQ,4595,LGA,RDU,3,700,105,1
6926,OH,6501,RDU,MCO,3,700,120,0
6927,OH,6637,OMA,MEM,3,700,112,0
6931,OO,4615,MSP,BIL,3,700,130,0
6942,WN,1180,SEA,OAK,3,700,125,0
6943,WN,1221,FLL,PVD,3,700,180,1
6945,WN,1854,PHX,MCI,3,700,155,1
6960,XE,2993,EWR,MSP,3,700,186,0
6961,XE,3031,CLT,IAH,3,700,176,1
6962,YV,7278,JAX,ORD,3,700,156,1
6964,EV,5423,VPS,ATL,3,701,82,0
6971,EV,4985,MYR,ATL,3,702,87,1
